Unnamed: 0,x1,x2,x3,x4,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70,y71,y72,y73,y74,y75,y76,y77,y78,y79,y80,y81,y82,y83,y84,y85,y86,y87,y88,y89,y90,y91,y92,y93,y94,y95,y96,y97,y98,y99,y100,y101
model1,0.3,162.0,376.0,93.0,9.494087616525018,225.24340196076463,12.981665824364965,204.49730358115107,3.704213366087621,2.8628549155182945,9.849338752929455,-0.630143647592289,2.432760005682116,1.9433782519588603,5.4719825183245465,0.004396278434073489,422.3201226781897,409.35157281534384,85815.7502997254,5189.182928262052,62.937156665156955,5.265080563507834,0.0003577518319286182,0.07451874601356781,-0.02937685641998348,0.02808612473878107,-0.029198475711500232,0.028812220956338622,-0.06440492610228872,0.07259352025080779,3.2016690558484577,3.167748068434893,3.1227471766222723,3.1888909385817032,31.862963154014018,31.86504883321735,31.865229421160148,31.863324831275786,9.585765429052442,9.583240395963148,9.584744260176247,9.585054758044024,7.46080275988198,7.458143964336749,7.461125165221729,7.4611962679127855,6.817314651885985,6.815337309222639,6.817513367194142,6.8172461508690985,4.609262950566731,0.0009043963772321198,4.60767543855435,0.0006351096737216804,4.609039071364735,0.0010228054798911662,4.608940300545681,0.0009081425923072108,4.608953847550759,0.0009598014324015379,4.607377496711201,0.000769593102451364,4.609542398294062,0.0009421218272565754,4.608842616958347,0.0008579151115128531,4.402763288329534,0.003615601763696954,4.40933865053177,0.003095149713041581,4.40371614054678,0.0037428001403808594,4.405278459862519,0.003807640653964993,4.364810390238259,0.0005000000347614258,4.364823031804452,0.0007157954107636094,4.366924131496648,0.0008137349744621424,4.366562953719319,0.0006271590337696558,4.404873443531379,0.0037261561393737794,4.410331828377516,0.003528609349575811,4.407633132210706,0.004446104729551387,4.405507904519918,0.003714323015743872,4.370699612395157,0.0008048457044163227,4.370242264549207,0.000834768643493726,4.370604639334963,0.000600000036773678,4.369437595677712,0.000659346281128841,0.008168850060890648,0.005791836385080787,0.00781950675272621,0.007352448392603568,0.0025542828756957413,0.002093010995971996,0.0021421411466214214,0.0019000000317096735
model2,0.54,153.0,382.0,86.0,8.675312425412564,192.006895167646,10.57483794160433,199.93067331577507,3.6866425209842726,2.870092509219954,10.007634079902976,-0.25301970337017743,2.546031105074336,1.74851177017574,5.540849330648541,0.006439561053190852,417.42890902237576,408.36916044322766,41520.72638674605,3249.4405196663515,56.316350467602724,4.822422873513622,0.00038474090284260006,0.09584399804215954,-0.035804975606075075,0.0349756370350975,-0.03675560101445837,0.036272493472489106,-0.07633425018063929,0.09398553522939139,3.2355878847110198,3.2239049465211305,3.2436089216230664,3.2344710212674475,31.828852353187624,31.831246242896178,31.83865782037616,31.82970406604908,9.574133743166788,9.572999481118297,9.573778043320278,9.574068711307751,7.454364850096619,7.451114692886431,7.454596746184345,7.454553162801653,6.813085553743578,6.810712911628091,6.812656277680614,6.812632737666817,4.610300323440998,0.0009527768308077687,4.607203672339275,0.0007451164835453378,4.609788667927927,0.00103596702524041,4.60921883751103,0.0009639253012573426,4.610027848656425,0.000851041040682678,4.60807732510407,0.000860073603349008,4.6094954832982005,0.0008871301099815189,4.609211601906045,0.000909739377779923,4.399673950599404,0.003640484455491828,4.403791850553469,0.003059788669734008,4.399478922049839,0.003449674034118652,4.40072828124643,0.003521549480430285,4.369419257331595,0.0007826351838120341,4.370989686700617,0.0010484560030369508,4.373169172541372,0.0010786905611653121,4.372706043926122,0.0008595373551706819,4.406965191168806,0.003945205116271972,4.410502389284636,0.003651131632087938,4.408594965403238,0.004541863809528204,4.407272362915333,0.003893486281742105,4.371270311066042,0.0010716851674891857,4.371401369149822,0.0010981638818864778,4.371409910469548,0.000916683488971339,4.370360531846595,0.0009305779103342213,0.008625258177633531,0.006859312354091653,0.0085613912714586,0.008312512505340881,0.002701481195700762,0.002385852821305115,0.002796928398990957,0.002379782202608658
model3,0.6,134.0,378.0,81.0,7.470232874372182,215.73920566262237,10.306021418399935,218.29178201884343,3.683530885018328,2.8845919266329427,9.691055830740597,-0.43613621617478565,2.3216673181184015,1.545331845028887,5.503725097018475,0.007881338968005892,415.7542317104371,406.81029008920365,45312.55154368725,3411.1588872182756,46.90095515080753,4.078590736609922,0.000606913984031682,0.10208957547203595,-0.036424713942441136,0.0363420648147486,-0.038108390483084405,0.0374690132391435,-0.07694602652430567,0.1000040897129094,2.949359039792627,2.944650029182061,3.007697268656498,2.953381776299934,31.822346387607258,31.823437451127685,31.833204447809127,31.822506443314364,9.57194131466419,9.57094871118125,9.571924949248364,9.571957818644671,7.452632548830245,7.448937493285924,7.452499829822081,7.452320999034107,6.812838049619455,6.81134251641415,6.812214657684775,6.812306643655395,4.613013604027791,0.0010576908846634738,4.610854613352111,0.000875892048029258,4.612848673224838,0.0010989249765730297,4.611934355196427,0.0010388054289660906,4.613097017601061,0.0008733332117128149,4.612121094400335,0.0008572121037372831,4.611480935837324,0.0009329550782464743,4.611611492970693,0.0010390203113478658,4.3953120707380275,0.003390885180565519,4.398143488315541,0.0026802421012977035,4.394709532937195,0.00319824013710022,4.396081456555848,0.0033151231235639955,4.377219301065498,0.001342069290638534,4.379981179680216,0.0015294582740346258,4.378507057178148,0.001375638464895577,4.378502907035196,0.0010717338659502465,4.407915736168768,0.0038673441410064695,4.411095323512996,0.0037030122677069546,4.4087135423232935,0.004479185283349588,4.407717360795065,0.0038928021040002146,4.375361021904225,0.0013529265376424021,4.376755488014825,0.0013720165170418004,4.3770715514188385,0.0013306584489255666,4.374809421151662,0.0012900568851696313,0.008743473594428865,0.007323988229050401,0.00878103583726164,0.008597316218701644,0.003285984091823779,0.003303216743647908,0.003912428164519826,0.0036148360149258433
model4,0.46,159.0,388.0,87.0,9.153164681711782,177.75712991080096,10.303689733087463,188.51616822260877,3.6857419911111795,2.8577314627169725,10.401812151088022,-0.10449502920373736,2.7758378138810245,1.950165232367251,5.583837139682488,0.006038441240908728,423.75814485635254,413.779922183149,46002.06207880804,3913.429230728927,61.271277663570615,5.263249090143565,0.0002393827217741068,0.09477716439571586,-0.036507348165407044,0.035087403825503204,-0.03585094077906911,0.035351061627324,-0.07953924775071507,0.09337902476101571,3.3090522076514706,3.2812790725393257,3.3292217842096807,3.307561260000384,31.827733701369194,31.830756196267565,31.831504207854053,31.828715242495942,9.574401624886203,9.573177998449811,9.573735574209339,9.574075877147221,7.454232369455144,7.451329959392305,7.454706658646831,7.454702160359673,6.813573739958754,6.810823622897212,6.813537113753873,6.813367519356377,4.609543130208058,0.0009490079694219627,4.606142417313981,0.0007364998696243349,4.609390007212355,0.0010325790377921612,4.607979939273415,0.0009787486494921814,4.609356629358672,0.0008771382984262021,4.606927650286255,0.0007556907669408711,4.609826592752375,0.0008729561675620882,4.609239157504291,0.0008993425376880333,4.400637013521204,0.0038346102663679013,4.406202618673111,0.003274024778570076,4.401421884654186,0.0036278337478637696,4.402547016206369,0.0036609122158558238,4.364821587287791,0.0005000000347614258,4.36499905818056,0.0007568229636546782,4.368926169466132,0.0008586218238885104,4.36849774375812,0.0007095860321961322,4.405902877073122,0.003985117340087891,4.4097479261925105,0.0036453933271631683,4.408121810575045,0.004594031505875106,4.406841507551245,0.0038981052056961574,4.369255419851363,0.000994075608681045,4.368871044561704,0.0009862719493494625,4.369626768496916,0.0007845402905112021,4.368332040881588,0.0008446392215554311,0.00878577193653972,0.006791169944157718,0.008672727554111491,0.008287099784278636,0.002647777636242236,0.0019450592106101663,0.0024592833788293967,0.002009749141185218
model5,0.51,144.0,389.0,88.0,8.363699893223256,175.17441268889942,10.04025705331702,180.16468268198722,3.6841348354654073,2.8654233730219167,10.581317780322916,-0.17305956973612896,2.6580339537513042,1.9012188613453995,5.552206477824773,0.007640486707462675,425.0986096791416,416.74551120141314,47690.93692994367,3871.321799809891,54.95924230020032,4.516215519917668,0.0004535577392910048,0.09770684092296579,-0.03688746303997153,0.036177366394175695,-0.03732346808198693,0.03692567925863022,-0.07811148792391867,0.09639833690917952,3.121407419225061,3.1126007223132337,3.1293870650058238,3.126567782670193,31.825395334783057,31.82806421461205,31.83438145873607,31.826047350751928,9.573327113140117,9.572243559300139,9.572862052654449,9.572599658724164,7.453648763400202,7.4505521914745225,7.453672581855723,7.453869618830876,6.814748625634692,6.812143338798907,6.81466582060613,6.814697055026269,4.6123017824951145,0.0010457583444322717,4.609384212429967,0.0008598129925513981,4.612365822814015,0.0011378889243508217,4.611182089431712,0.0010920741628577676,4.6124147213297295,0.0009062407186014346,4.610183020848039,0.0008885394984564515,4.612084833981497,0.0009384427596864795,4.61205653570403,0.0010208844027612737,4.399587358719976,0.003853956676167826,4.404613388344636,0.0032312241926738664,4.399860430570312,0.0035817893981933595,4.401326274648084,0.0036225767481900943,4.369767955534127,0.0008577047628399403,4.3714801196089175,0.0011146228287547534,4.373981488884408,0.001184445237228201,4.374124676437549,0.001020031716685446,4.407184568068117,0.004008532428741455,4.4109821192271035,0.0037315777642945042,4.409050947081515,0.004671412190464215,4.4085302669018676,0.004040000311239182,4.371863483082355,0.0011509967488913695,4.372042100609746,0.001128903499984674,4.373414511182979,0.0010730812455334478,4.371345222761683,0.0010672870748351599,0.008992421032498452,0.007128495973373659,0.009139738014191415,0.008760086118467526,0.0027692740737532383,0.002244781355229762,0.003038441718288447,0.002572062360777844
model6,0.34,140.0,394.0,95.0,8.054459059066053,177.89163434708917,11.855611874602278,188.50821773169025,3.6994383647843665,2.866743120230359,10.25730242420191,-0.5419771286140791,2.379214382289923,1.9066476781312118,5.48106581737563,0.004725551449458742,426.6269381746026,419.0718808469198,56444.32813706252,4828.084299122064,52.21489191126095,4.388534178951797,0.00011744514135933966,0.08141543385556649,-0.03175480171689639,0.030921893635165534,-0.03144880398260807,0.03120233089740197,-0.06935301796490248,0.07997081435813991,2.9645275216846376,2.9696889793793257,2.967473565301622,2.9701490121513223,31.853890365831177,31.855732628396204,31.855201303343662,31.853665964424188,9.583081073204198,9.580947793135007,9.581655388292814,9.581731985178097,7.45929796105506,7.456612050183921,7.459777165127012,7.459648555200129,6.819744692005108,6.817202703408709,6.820069570648765,6.819814187894044,4.615202386815399,0.0012349836531787696,4.612231803034417,0.0009139345676484587,4.61518941382138,0.0012566213351831318,4.6140987779146245,0.0011527837622434243,4.614773519637161,0.0009821422408307172,4.6123660846471255,0.0009489927308697369,4.615935449878948,0.0010797630439419788,4.615494757888479,0.0010299443104260517,4.401957278422566,0.003797850264441983,4.408887292324417,0.0032338419395370513,4.403428905623939,0.0037485754013061525,4.405133862685797,0.0038753056265934754,4.370249838150796,0.0005872468617929756,4.370674238035263,0.0009315821219429992,4.373370676674523,0.0009889070722494326,4.373591596258262,0.0008853791493606837,4.407554222287391,0.003997280931472778,4.412242663134281,0.0037833045722763287,4.410750283697089,0.004755404200750388,4.409550924333577,0.004002509420190878,4.375094516602334,0.001093707498787796,4.374901261106558,0.0010467876153447751,4.37641183699672,0.0008948534568471966,4.374327873107554,0.0009799970326292303,0.00921005618715432,0.00698528867048409,0.008872770553657077,0.008654117998166486,0.0028137942893031115,0.0019231326311954931,0.0024808525415682377,0.0021482017636119282
model7,0.35,165.0,386.0,92.0,9.722124368985881,193.48801299706008,12.048394636186636,192.82691591676058,3.6991122164074945,2.8529690853001135,10.128742619074812,-0.4141909339548981,2.652244170192008,2.072255532786597,5.520189804243403,0.0047435276929598995,425.108174515655,413.9629078035293,65569.23679755825,4643.5682194218,65.23081555030755,5.557463216133251,0.0003003130446362163,0.0796644180566298,-0.031362387135175335,0.030108445391698532,-0.0310121838170186,0.030537632235260338,-0.0704096592746258,0.07795749502948783,3.3273805060674007,3.2945522136294194,3.3209474004650787,3.3171598630288903,31.853518951133132,31.855878945686747,31.851706259539935,31.85398197567213,9.582657020948874,9.580609664159113,9.581677861492738,9.58205648247512,7.45892634690019,7.456158905604953,7.459328504415406,7.459301331806608,6.816028664528634,6.813864382810885,6.8161855315765045,6.815977173545609,4.608728832893134,0.0008843294121158914,4.606634613200004,0.0006240419679155838,4.608651358759305,0.0009922091655243785,4.6074445934209685,0.0008932042369032585,4.608555079345098,0.0009423471030527532,4.606690057486353,0.0007097465409767354,4.609122961034667,0.0009045366810999325,4.608359137365353,0.0008622413813355877,4.401645598794607,0.003626302192052204,4.4076399770807235,0.0030875944301417104,4.402583988443294,0.0036661699295043944,4.404013981225752,0.003707723820601798,4.365205404793529,0.0005000000347614258,4.365228766180496,0.0007311313837451586,4.367829667870576,0.0008281293311239346,4.367535650321868,0.0006143505346338197,4.404927019082809,0.00376313362121582,4.409859794005018,0.003539974522603243,4.407595853085352,0.0044844757815717794,4.405704991529685,0.0037347221769131645,4.370421251641546,0.0008494250788047619,4.369998028789833,0.0008874194019131056,4.370112308884834,0.0006254329785877828,4.369330688373804,0.0007297537984417994,0.008178092230924392,0.0059629806216900255,0.007900006535606604,0.007438376518890799,0.002509518102297311,0.0020461708814270255,0.002186152513257385,0.0019000000317096735
model8,0.65,154.0,390.0,82.0,9.11945496043764,160.8319539530504,9.294998895749245,159.92375810999343,3.6778716317927116,2.858444549783673,10.559918023168503,0.060596470171859616,2.842128600081182,1.922973305055421,5.530486852218396,0.008562630075322602,420.2207589550054,414.4551366480783,37258.003683398776,2394.0652458941754,59.90243947239251,5.004627444755597,0.0008669021569068546,0.10515983461649331,-0.03807461549376231,0.037861228017159645,-0.040106745437731815,0.039865411792338025,-0.08593462279414826,0.1032064074479031,3.4809466937219997,3.478881012810901,3.4263589424450296,3.4916693927064806,31.813757376223805,31.81575518514574,31.816017654735465,31.81469985157025,9.56859688933391,9.56801556235234,9.568814584663661,9.568640928222313,7.4510237174965654,7.447444404368602,7.45062891991955,7.4507020746984525,6.809858469007255,6.808028853282965,6.809245871227381,6.80921884563961,4.607810603759152,0.0008611470432714122,4.605883017634665,0.000692205174740882,4.607233622556508,0.0009880978399843126,4.607169019794782,0.0009050886438376171,4.607824417034272,0.0008092532447592001,4.606414389441753,0.0007729736988827546,4.606082023630892,0.0008427182190913182,4.606468809753596,0.0009077665232812619,4.398065838278907,0.0034411248502288837,4.40124157327934,0.003010312404653539,4.397149123203604,0.003328242301940918,4.398131480546152,0.0033778314639449814,4.3707681497131174,0.0010522062058184853,4.373975003205736,0.0012300438644782285,4.3744207426056345,0.0012789004101656442,4.373891869070934,0.0010097761304607952,4.406559184222546,0.0038824427604675295,4.40963226917421,0.003700691167925309,4.407219722906259,0.0044587880421658715,4.405939172247983,0.003874639368270738,4.371148111465744,0.0011224562740181738,4.37150220372195,0.0012126668510859216,4.370117705949475,0.0010291233011415232,4.3698855436884765,0.001011526415171405,0.008299977976172006,0.006871806917385442,0.008538033879317087,0.00825425716524981,0.002641341896483871,0.0025000613137498564,0.00313862846025202,0.0027237521550895426
model9,0.75,143.0,378.0,100.0,8.56441329515933,217.33465635092548,12.78703767685513,212.98548916910883,3.7049904940762084,2.886648563421631,9.405890067420005,-0.8734399600422673,2.008845474813078,1.5567492877540257,5.494532257878481,0.004785293062762758,407.52000968698917,400.95999221660526,32582.00014401762,2240.48897069212,51.1383076457885,4.6688993264607115,0.00011918669956641315,0.0808621628998695,-0.028744617479011764,0.029604382397633966,-0.03173343799607787,0.03193042282699497,-0.06501845035230983,0.07855404513302405,3.3558102510809324,3.3483007231499387,3.250257238400098,3.360307342402372,31.861304562226753,31.860471602002814,31.860719131168967,31.86104578578854,9.583836636279312,9.582425456420273,9.583851384232537,9.583850609360113,7.4601570935379105,7.45614299684886,7.459567091030411,7.45963200189445,6.814600083303603,6.813036021492115,6.813870117863624,6.813792720596597,4.6101360110883265,0.0009330091108179409,4.608741360539478,0.0007107193182574949,4.609299921379491,0.0010007446873301238,4.609946153508059,0.0008999960822818272,4.609643163598211,0.0008694400591206468,4.608908410661357,0.0008015359150902762,4.608522898628444,0.0009433884559923015,4.608022131545854,0.0009235369316998394,4.396937321708808,0.0029041528347271382,4.398464813971151,0.002362665975864466,4.3950682755521555,0.0030103740692138674,4.39652716116462,0.0031416764000562866,4.381279138292749,0.001122724157003322,4.386216803621341,0.0014241129030774025,4.383504267562125,0.0014464155252249121,4.38278378254583,0.0010908835492199269,4.407347227293299,0.003614993143081665,4.411187354675876,0.0036033675308516787,4.408496467635631,0.00430468472638032,4.406714392433314,0.003626804322939372,4.378705333019787,0.0010458885925052146,4.380394635089115,0.0012999356348784945,4.3796282017466055,0.0010396690307024872,4.37853443299662,0.00107424213170834,0.007216446259537116,0.0060917135335257855,0.007400731817966232,0.007262003113300591,0.003015505799488618,0.003635392066184079,0.004130852199971632,0.0038434293818229203
model10,0.7,141.0,386.0,89.0,8.267068499692616,187.16400740008976,10.414515861692706,183.41475206480138,3.6868995984535884,2.874490530513748,9.91076586827259,-0.33396304493455664,2.4316911503247516,1.6896259363839077,5.525288067015885,0.006909187427348621,416.207128281765,409.92789278498117,37236.93204339233,2411.9133460797198,52.12183835459423,4.503247684386315,0.0004434322518661841,0.09865558878490426,-0.03498135218856023,0.03564796045903964,-0.037776602355700226,0.037842902449467905,-0.07692977859479953,0.0966476200207846,3.290793050295683,3.2914965037570423,3.2418963486896875,3.2948744101066687,31.828626118020612,31.829302071875095,31.83433866470041,31.829039696141113,9.573162051668323,9.572173479899213,9.57351516665032,9.573415272817364,7.454074721452847,7.450134074622437,7.453661451342835,7.453631951396896,6.812096909024446,6.810527180327485,6.811321628207573,6.811411524126624,4.610637226067204,0.0009721038280829029,4.608796221222813,0.0007960031001516736,4.609851398005471,0.0010296281252222443,4.609918202981431,0.0009467059653655832,4.610338339410177,0.000856479443973592,4.609474750893469,0.0008193012869975258,4.608641739605678,0.0009178948891027629,4.608717002333375,0.0009708790172660555,4.39711479808739,0.0032409655950218588,4.399350344976678,0.0026972610232467646,4.395793159384341,0.003215011405944824,4.397200835903619,0.003351268925464227,4.378191675177316,0.0013288826939412217,4.382943912151213,0.001549466910044053,4.380786408110106,0.00155069251866124,4.380198112044097,0.001215414479826796,4.408399485294592,0.003854067611694336,4.411417066463134,0.003764462784803411,4.408950085672195,0.004482767857554844,4.407700883604566,0.0038805885603479984,4.375697875861476,0.001246242583421526,4.3770598004726935,0.0013769740440850596,4.376454677759141,0.0012015854138924156,4.375032869270502,0.001195733596723232,0.00827830693372635,0.007043839501566193,0.008512874471810514,0.008218882558730501,0.0030333261988356344,0.0032838829097198512,0.003953667402556869,0.0036571976352460962
